pair_id,n,Speaking,new_feat,new_sounds,AaA,LoR,Edu.day,Enroll,prop_female,C,L1_code,L2_code,featural_dist,script_dist,geographic_dist,genetic_dist,syntactic_dist,morphological_dist,phonological_dist,inventory_dist,z_featural_dist,z_script_dist,z_geographic_dist,z_genetic_dist,z_syntactic_dist,z_morphological_dist,z_phonological_dist,z_inventory_dist
bulg1262__ital1282,4,512.5,12,21,26.5,2,3.25,90,1,Bulgaria,bulg1262,ital1282,0.475,0,0.0413,0.9131,0.4554,0.5565,0,0.5052,-1.00221439728057,-1.50392159378278,-0.684051491580903,0.354743220168151,-1.26095065476466,-0.925131594191529,-3.61260879754184,0.200341454501638
bulg1262__roma1326,2,480.5,12,21,30,6,3.5,90,1,Bulgaria,bulg1262,roma1326,0.491,0,0.051,0.9214,0.5044,0.6133,0.195,0.4403,-0.798228149784652,-1.50392159378278,-0.592506063931636,0.400230008383195,-0.72736556063834,-0.380746419691957,-1.4732570872436,-0.682375324789946
bulg1262__serb1264,2,508.5,12,21,23.5,7.5,3,90,0.5,Bulgaria,bulg1262,serb1264,0.4696,0,0.0113,0.5765,0.4643,0.6133,0,0.4403,-1.07105975581045,-1.50392159378278,-0.967181680186881,-1.48993785370941,-1.16403417848457,-0.380746419691957,-3.61260879754184,-0.682375324789946
bulg1262__slov1269,1,516,12,21,36,1,3,90,0,Bulgaria,bulg1262,slov1269,0.7294,0,0.031,0.631,0.7605,0.7672,0.6082,0.6478,2.2411669379046,-1.50392159378278,-0.781259523002288,-1.19125954555039,2.06143326805043,1.09426904431305,3.0599743317063,2.13987015599594
bulg1262__stan1289,1,502,12,21,27,6,4,90,1,Bulgaria,bulg1262,stan1289,0.475,0,0.0728,0.9176,0.4638,0.6045,0.195,0.4681,-1.00221439728057,-1.50392159378278,-0.386764793544625,0.379404731851006,-1.169478924343,-0.46508778475527,-1.4732570872436,-0.304262436279838
bulg1262__port1283,1,528,12,21,28,1,3,90,1,Bulgaria,bulg1262,port1283,0.4301,0,0.0972,0.9214,0.4097,0.5565,0.195,0.4276,-1.57465080431601,-1.50392159378278,-0.15648557347843,0.400230008383195,-1.75860042622532,-0.925131594191529,-1.4732570872436,-0.855110349397083
bulg1262__dutc1256,3,554.666666666667,12,21,31.3333333333333,3.33333333333333,2.33333333333333,90,0.666666666666667,Bulgaria,bulg1262,dutc1256,0.5052,0,0.0727,0.9131,0.5035,0.5739,0.359,0.5097,-0.61719035513202,-1.50392159378278,-0.387708560839979,0.354743220168151,-0.737166103183517,-0.758365713270886,0.32599255628927,0.261546778181332
bela1254__russ1263,4,512,12,22,30.75,3,3.25,88.5,0.75,USSR,bela1254,russ1263,0.4119,0.5,0.1231,0,0.4178,0.4299,0.195,0.4277,-1.80668516084262,1.70382974982443,0.087950156018065,-4.64935151707962,-1.67039554331873,-2.13849714157966,-1.4732570872436,-0.853750231093089
bela1254__stan1293,16,535.75,12,22,27.4375,3.25,3.625,94.9375,0.8125,Belarus,bela1254,stan1293,0.5928,0.4161,0.0725,0.8934,0.6227,0.6946,0.2677,0.4911,0.499634349908158,1.16556907436714,-0.389596095430685,0.246780602356541,0.560861309466625,0.398452782540707,-0.675662885506775,0.00856477363859703
bela1254__stan1295,4,544,12,22,27.5,3.5,2.5,98.25,1,Belarus,bela1254,stan1295,0.5186,0.3776,0.0433,0.8691,0.5157,0.5911,0.359,0.4879,-0.446351872854185,0.918572220909388,-0.665176145673837,0.113608439269123,-0.60431430423778,-0.593516681556226,0.32599255628927,-0.034959012089185
stan1289__stan1293,30,524.066666666667,17,19,26.1666666666667,2.6,3.16666666666667,116.9,0.766666666666667,Spain,stan1289,stan1293,0.5343,0.1864,0.0526,0.9328,0.5465,0.696,0.1864,0.4581,-0.24619036749881,-0.30807189288601,-0.577405787205984,0.462705837979761,-0.268917959358382,0.411870726982597,-1.56760798318496,-0.440274266679157
stan1289__stan1288,31,522.516129032258,17,19,24.7741935483871,2.83870967741936,3.32258064516129,118,0.806451612903226,Spain,stan1289,stan1288,0.4587,0,0.017,0.2677,0.4349,0.5698,0.3433,0.4565,-1.21002538691705,-1.50392159378278,-0.913386944351745,-3.18226558874622,-1.48418523496036,-0.797661121993566,0.153747316024232,-0.462036159543048
stan1289__stan1290,4,535.25,17,19,33,8.75,2.75,118,1,Spain,stan1289,stan1290,0.4535,0,0.0284,0.3862,0.4584,0.5127,0.4034,0.4096,-1.27632091735322,-1.50392159378278,-0.805797472681473,-2.5328457810977,-1.22828217961407,-1.34492157030211,0.81310648417256,-1.09993164411586
stan1289__roma1326,1,529,17,19,27,4,1,118,1,Spain,stan1289,roma1326,0.3666,0,0.0303,0.3433,0.364,0.4259,0.2736,0.348,-2.38422122406545,-1.50392159378278,-0.787865894069761,-2.76795219247425,-2.25625019768599,-2.17683412569935,-0.610933782477239,-1.93776451937567
stan1289__stan1295,2,584.5,17,19,28.5,3.5,3,114.5,1,Finland,stan1289,stan1295,0.4801,0,0.0426,0.9176,0.4565,0.6288,0.3064,0.4707,-0.937193780891249,-1.50392159378278,-0.67178251674131,0.379404731851006,-1.24897221387611,-0.232190606228164,-0.251083853770664,-0.268899360376015
mand1415__stan1293,725,493.746206896552,,,26.0275862068966,4.67862068965517,3.07862068965517,68.9862068965517,0.811034482758621,China,mand1415,stan1293,0.6462,0.641,0.3047,1,0.6488,0.8278,0.4878,0.5926,1.1804384509258,2.60841562872167,1.80183156437959,0.83098441244373,0.845077043276764,1.67507435372632,1.73906178852728,1.38908485219169
mand1415__stan1306,1,505,,,22,2,3,25,1,Ethiopia,mand1415,stan1306,0.5962,0,0.1742,1,0.5871,0.6969,0.4576,0.5945,0.542981427501041,-1.50392159378278,0.570215243943581,0.83098441244373,0.17319540434628,0.420496548409527,1.40773654929135,1.41492709996756
mand1415__stan1295,16,514.8125,,,28.875,2.4375,3.375,68.9375,0.8125,China,mand1415,stan1295,0.5989,0.658,0.2915,1,0.5881,0.8325,0.3931,0.5902,0.577404106765978,2.71747917440431,1.67725428139296,0.83098441244373,0.184084896063143,1.72012031006696,0.700104829731166,1.35644201289585
mand1415__stan1290,1,521,,,31,2,3,67,1,China,mand1415,stan1290,0.6561,0.658,0.3122,1,0.6868,0.86,0.4685,0.5726,1.3066549415639,2.71747917440431,1.87261411153108,0.83098441244373,1.25887772851758,1.98368707588981,1.52732082437982,1.11706119139305
mand1415__mand1415,6,488,,,25.6666666666667,7.16666666666667,3.16666666666667,69.3333333333333,0.666666666666667,Taiwan,mand1415,mand1415,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
mand1415__indo1316,4,482.5,,,25,10.25,2.5,64,0.75,Indonesia,mand1415,indo1316,0.5505,0.5765,0.2096,1,0.5523,0.7245,0.4576,0.5185,-0.0396542919091885,2.19461570539634,0.904308866498636,0.83098441244373,-0.205758907400573,0.685021738835377,1.40773654929135,0.381237188932733
mand1415__nucl1643,14,480.428571428571,,,29.0714285714286,4.28571428571429,3.57142857142857,67,0.857142857142857,China,mand1415,nucl1643,0.5944,0.5922,0.0714,1,0.5659,0.7675,0.5049,0.5646,0.520032974657751,2.2953390975856,-0.399977535679571,0.83098441244373,-0.0576618200512287,1.09714431812202,1.92666647696882,1.0082517270736
mand1415__stan1288,3,522.333333333333,,,25.6666666666667,3.33333333333333,3,67,1,China,mand1415,stan1288,0.6292,0.658,0.3363,1,0.5966,0.8992,0.5049,0.5941,0.963703062961382,2.71747917440431,2.10006202971122,0.83098441244373,0.276645575656484,2.35938952026276,1.92666647696882,1.40948662675159
mand1415__dutc1256,2,483,,,26,15.5,3,74.5,1,China,mand1415,dutc1256,0.6056,0.658,0.2974,1,0.6198,0.7911,0.3021,0.5837,0.662823347904896,2.71747917440431,1.7329365518188,0.83098441244373,0.52928178348772,1.32333252442819,-0.298259301741343,1.2680343231363
mand1415__nucl1301,2,508,,,18,15,2.5,67,0.5,China,mand1415,nucl1301,0.644,0.658,0.2634,1,0.6187,0.86,0.4576,0.6327,1.15239034189511,2.71747917440431,1.41205567139869,0.83098441244373,0.51730334259917,1.98368707588981,1.40773654929135,1.93449229209296
mand1415__russ1263,2,534.5,,,21.5,4,2,67,1,China,mand1415,russ1263,0.6291,0.7125,0.1449,1,0.586,0.8043,0.4576,0.6065,0.962428148914533,3.0671240708575,0.293691426405076,0.83098441244373,0.16121696345773,1.44984457202316,1.40773654929135,1.57814129644675
mand1415__poli1260,1,572,,,13,5,3,67,1,China,mand1415,poli1260,0.5982,0.658,0.2726,1,0.5671,0.7695,0.4576,0.552,0.568479708438031,2.71747917440431,1.49888226257119,0.83098441244373,-0.0445944299909914,1.11631281018187,1.40773654929135,0.836876820770454
mand1415__czec1258,1,499,,,27,6,4,67,1,China,mand1415,czec1258,0.678,0.658,0.2837,1,0.6611,0.8694,0.5049,0.6367,1.58586111782395,2.71747917440431,1.6036404323554,0.83098441244373,0.979017791394187,2.07377898857108,1.92666647696882,1.98889702425269
croa1245__stan1295,42,519.785714285714,11,19,29.0476190476191,2.85714285714286,3.35714285714286,85.9761904761905,0.619047619047619,Yugoslavia,croa1245,stan1295,0.5201,0,0.0209,0.9014,0.5157,0.6023,0.359,0.5062,-0.427228162151442,-1.50392159378278,-0.876580019832968,0.290623289792728,-0.60431430423778,-0.486173126021099,0.32599255628927,0.21394263754157
croa1245__stan1288,3,562.666666666667,11,19,25,5,4,85,1,Yugoslavia,croa1245,stan1288,0.4721,0,0.0638,0.9304,0.459,0.6119,0.2871,0.4327,-1.03918690463921,-1.50392159378278,-0.471703850126419,0.449553031748905,-1.22174848458395,-0.394164364133847,-0.46282481791813,-0.78574431589343
croa1245__stan1293,297,521.252525252525,11,19,27.2222222222222,3.63299663299663,3.4040404040404,86.7845117845118,0.67003367003367,Yugoslavia,croa1245,stan1293,0.5804,0.1864,0.0639,0.9196,0.6067,0.6774,0.2677,0.5093,0.341545008098818,-0.30807189288601,-0.470760082831066,0.390365403710053,0.386629441996807,0.233603750826047,-0.675662885506775,0.256106304965359
croa1245__russ1263,21,496.476190476191,11,19,32.3333333333333,3.71428571428571,3.38095238095238,85.4761904761905,0.666666666666667,Yugoslavia,croa1245,russ1263,0.4507,0.3498,0.1612,0.6162,0.4693,0.4862,0.195,0.4214,-1.31201851066501,0.740221246204827,0.447525495547658,-1.27236851730733,-1.10958671990025,-1.59890409009505,-1.4732570872436,-0.939437684244661
croa1245__ital1282,11,512.363636363636,11,19,33.1818181818182,4,3.36363636363636,87.2727272727273,0.818181818181818,Yugoslavia,croa1245,ital1282,0.4547,0,0.0169,0.9196,0.4676,0.535,0,0.4263,-1.26102194879103,-1.50392159378278,-0.914330711647098,0.390365403710053,-1.12809885581892,-1.13119288383485,-3.61260879754184,-0.872791887348994
croa1245__serb1264,1,513,11,19,23,11,3,85,1,Yugoslavia,croa1245,serb1264,0,0,0.0171,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-0.912443177056392,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
croa1245__nucl1301,1,468,11,19,37,5,2,85,0,Yugoslavia,croa1245,nucl1301,0.5493,0,0.0591,1,0.6142,0.5872,0.195,0.456,-0.0549532604713824,-1.50392159378278,-0.516060913008022,0.83098441244373,0.468300629873283,-0.630895241072921,-1.4732570872436,-0.468836751063014
croa1245__croa1245,1,533,11,19,21,6,3,85,1,Yugoslavia,croa1245,croa1245,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
croa1245__roma1326,1,544,11,19,36,2,3,85,0,Yugoslavia,croa1245,roma1326,0.4337,0,0.0229,0.9273,0.4562,0.5132,0.195,0.3729,-1.52875389862943,-1.50392159378278,-0.857704673925903,0.432563990367383,-1.25223906139117,-1.34012944728715,-1.4732570872436,-1.59909506168136
croa1245__stan1290,4,472.75,11,19,37,4.5,3.75,84.5,0.5,Yugoslavia,croa1245,stan1290,0.5086,0,0.0483,0.9304,0.531,0.5245,0.359,0.483,-0.573843277539136,-1.50392159378278,-0.617987780906174,0.449553031748905,-0.437705080969768,-1.23182746714904,0.32599255628927,-0.101604808984852
croa1245__dutc1256,4,513.5,11,19,33.75,3.75,3.25,87,0.75,Yugoslavia,croa1245,dutc1256,0.5028,0,0.0474,0.9196,0.4976,0.6019,0.359,0.4766,-0.647788292256408,-1.50392159378278,-0.626481686564354,0.390365403710053,-0.801414104313012,-0.490006824433068,0.32599255628927,-0.188652380440416
croa1245__swed1254,1,547,11,19,19,3,3,93,1,Croatia,croa1245,swed1254,0.55,0.1864,0.0667,0.9014,0.5239,0.6704,0.319,0.566,-0.0460288621434354,-0.30807189288601,-0.444334598561174,0.290623289792728,-0.515020472159499,0.166514028616593,-0.112848820182163,1.0272933833295
czec1258__stan1293,294,542.918367346939,9,15,24.6802721088435,2.94557823129252,3.22789115646259,91.4727891156463,0.952380952380952,Czechslowakia,czec1258,stan1293,0.5992,0.1864,0.0481,0.9131,0.6234,0.684,0.2677,0.5368,0.581228848906526,-0.30807189288601,-0.619875315496881,0.354743220168151,0.568483953668428,0.296859774623534,-0.675662885506775,0.630138838563489
czec1258__stan1288,1,535,9,15,32,2,2,90,1,Czechslowakia,czec1258,stan1288,0.5,0,0.0675,0.9248,0.4877,0.5291,0.2871,0.5431,-0.683485885568195,-1.50392159378278,-0.436784460198348,0.418863150543574,-0.909220072309961,-1.18773993541139,-0.46282481791813,0.71582629171506
czec1258__russ1263,30,520,9,15,28.2,4.63333333333333,3.3,89.8,0.9,Czechslowakia,czec1258,russ1263,0.426,0.3498,0.1549,0.5804,0.4683,0.404,0.195,0.4034,-1.62692228023684,0.740221246204827,0.388068155940402,-1.46856454358427,-1.12047621161712,-2.38672911375464,-1.4732570872436,-1.18425897896344
czec1258__stan1295,89,539.797752808989,9,15,25.3932584269663,2.60674157303371,3.13483146067416,91.4719101123596,0.955056179775281,Czechslowakia,czec1258,stan1295,0.4983,0,0.0097,0.8934,0.4932,0.5758,0.359,0.4728,-0.705159424364637,-1.50392159378278,-0.982281956912533,0.246780602356541,-0.849327867867211,-0.740155645814034,0.32599255628927,-0.240336875992158
czec1258__stan1290,7,544.857142857143,9,15,25.4285714285714,1.42857142857143,3.28571428571429,91.4285714285714,1,Czechslowakia,czec1258,stan1290,0.5101,0,0.0403,0.9248,0.5597,0.4829,0.359,0.4713,-0.554719566836394,-1.50392159378278,-0.693489164534435,0.418863150543574,-0.125176668695783,-1.63053210199379,0.32599255628927,-0.260738650552056
czec1258__serb1264,1,497,9,15,25,3,3,90,1,Czechslowakia,czec1258,serb1264,0.3767,0,0.0332,0.6936,0.4315,0.3143,0,0.3539,-2.25545490533365,-1.50392159378278,-0.760496642504517,-0.848190516362225,-1.5212095067977,-3.24643598263865,-3.61260879754184,-1.85751753944007
czec1258__alba1267,1,527,9,15,27,2,4,90,1,Czechslowakia,czec1258,alba1267,0.4879,0.2566,0.0385,0.7323,0.5174,0.5216,0.319,0.4422,-0.837750485236987,0.142296395756443,-0.710476975850794,-0.636101515889671,-0.585802168319113,-1.25962178063581,-0.112848820182163,-0.656533077014076
czec1258__croa1245,1,514,9,15,21,17,4,85,1,Yugoslavia,czec1258,croa1245,0.3767,0,0.0221,0.6936,0.4315,0.3143,0,0.3539,-2.25545490533365,-1.50392159378278,-0.865254812288729,-0.848190516362225,-1.5212095067977,-3.24643598263865,-3.61260879754184,-1.85751753944007
czec1258__poli1260,3,525.666666666667,9,15,23.6666666666667,2.66666666666667,3,90,1,Czechslowakia,czec1258,poli1260,0.4749,0,0.0137,0.4788,0.4788,0.5298,0.195,0.4653,-1.00348931132742,-1.50392159378278,-0.944531265098403,-2.02536667402384,-1.00613654859005,-1.18103096319045,-1.4732570872436,-0.342345748791648
czec1258__hung1274,2,533,9,15,29.5,4,3.5,92.5,1,CzechRepublic,czec1258,hung1274,0.5158,0,0.0194,1,0.5697,0.5725,0.195,0.4169,-0.482049466165971,-1.50392159378278,-0.890736529263267,0.83098441244373,-0.0162817515271467,-0.771783657712776,-1.4732570872436,-1.00064300792435
czec1258__port1283,1,507,9,15,27,2,4,90,0,Czechslowakia,czec1258,port1283,0.4632,0,0.0706,0.9214,0.4971,0.4632,0.195,0.4431,-1.15265425480882,-1.50392159378278,-0.407527674042397,0.400230008383195,-0.806858850171444,-1.81934174878326,-1.4732570872436,-0.644292012278137
czec1258__ital1282,1,460,9,15,36,1,4,90,0,Czechslowakia,czec1258,ital1282,0.4623,0,0.0322,0.9131,0.489,0.4949,0,0.4371,-1.16412848123046,-1.50392159378278,-0.769934315458049,0.354743220168151,-0.895063733078039,-1.51552114963473,-3.61260879754184,-0.725899110517729
czec1258__dutc1256,5,522,9,15,23,2,3.2,90,0.8,Czechslowakia,czec1258,dutc1256,0.481,0,0.0308,0.9131,0.4979,0.5159,0.359,0.4427,-0.925719554469604,-1.50392159378278,-0.783147057592995,0.354743220168151,-0.798147256797953,-1.31425198300636,0.32599255628927,-0.64973248549411
czec1258__stan1289,1,508,9,15,29,11,3,90,1,Czechslowakia,czec1258,stan1289,0.4869,0,0.0521,0.9176,0.5195,0.4897,0.195,0.4663,-0.850499625705482,-1.50392159378278,-0.58212462368275,0.379404731851006,-0.5629342357137,-1.56535922899032,-1.4732570872436,-0.328744565751716
czec1258__slov1269,1,601,9,15,28,11,4,90,1,Czechslowakia,czec1258,slov1269,0.719,0,0.0126,0.2677,0.7527,0.6792,0.6082,0.6839,2.10857587703225,-1.50392159378278,-0.954912705347289,-3.18226558874622,1.97649523265889,0.250855393679907,3.0599743317063,2.63087286373748
czec1258__roma1326,1,518,9,15,35,11,4,90,1,Czechslowakia,czec1258,roma1326,0.4491,0,0.022,0.9214,0.4704,0.5024,0.195,0.4154,-1.3324171354146,-1.50392159378278,-0.866198579584082,0.400230008383195,-1.0976082790117,-1.44363930441031,-1.4732570872436,-1.02104478248425
dani1285__stan1293,197,550.309644670051,,,27.9746192893401,2.42131979695431,3.18781725888325,122.46192893401,0.857868020304569,Denmark,dani1285,stan1293,0.5372,0,0.0292,0.7323,0.5459,0.7413,0.2617,0.4346,-0.209217860140174,-1.50392159378278,-0.798247334318647,-0.636101515889671,-0.2754516543885,0.846037072138067,-0.74148909197749,-0.759902068117559
dani1285__stan1290,3,521.333333333333,,,27.3333333333333,7.33333333333333,2.66666666666667,74,0.333333333333333,Morocco,dani1285,stan1290,0.4525,0.1864,0.0377,0.9248,0.4411,0.5533,0.439,0.4039,-1.28907005782172,-0.30807189288601,-0.71802711421362,0.418863150543574,-1.41667038631581,-0.955801181487279,1.20367530923214,-1.17745838744347
dani1285__stan1295,6,544.166666666667,,,24.5,1.33333333333333,3.5,120.166666666667,1,Denmark,dani1285,stan1295,0.4577,0.1864,0.0298,0.6667,0.4241,0.6571,0.3548,0.4277,-1.22277452738554,-0.30807189288601,-0.792584730546528,-0.995611552866403,-1.60179174550249,0.0390435564186299,0.279914211759769,-0.853750231093089
dani1285__nucl1301,1,514,,,21,1,4,124,1,Denmark,dani1285,nucl1301,0.5813,0.1864,0.0983,1,0.6466,0.6861,0.3277,0.4433,0.353019234520464,-0.30807189288601,-0.146104133229544,0.83098441244373,0.821120161499664,0.31698669128637,-0.0174008207996264,-0.64157177567015
dani1285__dutc1256,1,564,,,29,2,3,124,1,Denmark,dani1285,dutc1256,0.4401,0.1864,0.0178,0.7323,0.3919,0.6123,0.3548,0.4427,-1.44715939963106,-0.30807189288601,-0.905836805988919,-0.636101515889671,-1.95243337878549,-0.390330665721879,0.279914211759769,-0.64973248549411
stan1293__stan1290,514,537.5953307393,11,19,29,4.12256809338521,3.32879377431907,95.2354085603113,0.692607003891051,UnitedKingdom,stan1293,stan1290,0.5686,0.1864,0.0246,0.9386,0.5789,0.7083,0.439,0.4753,0.191105150570574,-0.30807189288601,-0.841660629904897,0.494491786370996,0.0839015722679982,0.529756953150639,1.20367530923214,-0.206333918392328
stan1293__stan1295,245,549.689795918367,11,19,29.1428571428571,3.50204081632653,3.44897959183673,101.440816326531,0.689795918367347,UnitedStates,stan1293,stan1295,0.5076,0.1864,0.0437,0.6336,0.5146,0.6465,0.3548,0.4364,-0.586592418007631,-0.30807189288601,-0.661401076492424,-1.17701067213363,-0.616292745126331,-0.0625494514985444,0.279914211759769,-0.735419938645681
stan1293__ital1282,32,537.96875,11,19,30.9375,3.90625,3.125,102.0625,0.78125,UnitedKingdom,stan1293,ital1282,0.5595,0.1864,0.0615,0.9291,0.5724,0.6658,0.2677,0.5064,0.0750879723072682,-0.30807189288601,-0.493410497919544,0.442428595040525,0.0131198761083854,0.122426496878951,-0.675662885506775,0.216662874149556
stan1293__stan1288,192,536.302083333333,11,19,28.453125,4.26041666666667,3.40104166666667,96.5989583333333,0.677083333333333,UnitedStates,stan1293,stan1288,0.556,0.1864,0.0575,0.9386,0.5536,0.6548,0.2677,0.5481,0.0304659806675358,-0.30807189288601,-0.531161189733674,0.494491786370996,-0.191602568168651,0.0169997905498095,-0.675662885506775,0.78383220691472
stan1293__nucl1643,12,528.083333333333,11,19,27.6666666666667,3.58333333333333,3.25,122.083333333333,0.5,Australia,stan1293,nucl1643,0.6712,0.3881,0.3453,1,0.713,0.7604,0.5587,0.5428,1.49916696263818,0.98593499912514,2.18500108629301,0.83098441244373,1.54418241149941,1.02909617130958,2.5169081283229,0.711745936803079
stan1293__poli1260,6,531.833333333333,11,19,24.6666666666667,3.83333333333333,3.5,106.833333333333,0.666666666666667,Poland,stan1293,poli1260,0.5977,0.1864,0.0549,0.9047,0.6206,0.6689,0.1864,0.5472,0.562105138203784,-0.30807189288601,-0.555699139412859,0.308708398360154,0.537993376861211,0.15213765957171,-1.56760798318496,0.771591142178781
stan1293__afri1274,129,542.108527131783,11,19,28.2635658914729,3.25581395348837,3.14728682170543,91.5658914728682,0.604651162790698,SouthAfrica,stan1293,afri1274,0.5915,0.4161,0.3303,0.6638,0.6176,0.6902,0.3881,0.4922,0.483060467299114,1.16556907436714,2.04343599199002,-1.01150452706202,0.50532490171062,0.35628210000905,0.645249657672237,0.0235260749825228
stan1293__russ1263,13,523.846153846154,11,19,29.3846153846154,3.15384615384615,3.61538461538462,83.6923076923077,0.692307692307692,UnitedStates,stan1293,russ1263,0.5951,0.3918,0.1849,0.8934,0.6046,0.6596,0.3277,0.5594,0.528957372985696,1.00967235906783,0.671198344546381,0.246780602356541,0.363761509391393,0.0630041714934345,-0.0174008207996264,0.937525575265951
stan1293__swed1254,10,549,11,19,30.2,2.1,3.3,105.5,0.6,UnitedStates,stan1293,swed1254,0.5511,0,0.0557,0.7323,0.5136,0.7896,0.3141,0.5242,-0.0320048076280908,-1.50392159378278,-0.548149001050033,-0.636101515889671,-0.627182236843195,1.3089561553833,-0.166606888799914,0.458763932260345
stan1293__stan1293,85,513.835294117647,11,19,26.6,5.44705882352941,3.14285714285714,77.6588235294118,0.552941176470588,Ireland,stan1293,stan1293,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
stan1293__port1283,8,552.125,11,19,26.125,3.375,3.125,114.75,0.625,Australia,stan1293,port1283,0.5261,0.1864,0.0512,0.9359,0.5368,0.6902,0.3277,0.4235,-0.350733319340471,-0.30807189288601,-0.59061852934093,0.479694879361283,-0.374546029011958,0.35628210000905,-0.0174008207996264,-0.910875199860804
stan1293__nucl1302,1,592,11,19,32,12,1,105,1,UnitedKingdom,stan1293,nucl1302,0.6546,0.3333,0.154,1,0.6791,0.738,0.4878,0.5667,1.28753123086116,0.634365451865789,0.379574250282223,0.83098441244373,1.17502864229773,0.814409060239324,1.73906178852728,1.03681421145745
stan1293__swah1253,10,528.1,11,19,23.4,2.5,3.2,40.6,0.8,Kenya,stan1293,swah1253,0.6574,0.5574,0.294,1,0.7195,0.8056,0.3729,0.484,1.32322882417295,2.07207960407054,1.70084846377679,0.83098441244373,1.61496410765902,1.46230409186205,0.478489934613093,-0.0880036259449198
stan1293__indo1316,5,548.4,11,19,26.8,2.4,2.2,83.8,0.8,Indonesia,stan1293,indo1316,0.59,0.4161,0.4185,1,0.6388,0.7434,0.3277,0.4546,0.463936756596371,1.16556907436714,2.8758387464916,0.83098441244373,0.736182126108128,0.866163988800903,-0.0174008207996264,-0.487878407318919
stan1293__hind1269,29,529.965517241379,11,19,31.2758620689655,4.44827586206897,3.51724137931035,56.2068965517241,0.931034482758621,India,stan1293,hind1269,0.6094,0.3918,0.2707,0.9196,0.6586,0.7597,0.3729,0.4684,0.711270081685179,1.00967235906783,1.48095068395948,0.390365403710053,0.951794062102027,1.02238719908863,0.478489934613093,-0.300182081367859
stan1293__hung1274,3,512.333333333333,11,19,29.3333333333333,1.66666666666667,3,75.6666666666667,0.666666666666667,Iraq,stan1293,hung1274,0.5979,0.1864,0.0665,1,0.641,0.7323,0.3277,0.4581,0.564654966297483,-0.30807189288601,-0.446222133151881,0.83098441244373,0.760139007885228,0.759778857868768,-0.0174008207996264,-0.440274266679157
stan1293__hebr1245,13,533,11,19,31.6923076923077,6,3,93.3846153846154,0.615384615384615,UnitedStates,stan1293,hebr1245,0.6064,0.6035,0.1521,1,0.6006,0.7193,0.4788,0.5549,0.673022660279693,2.36783427795113,0.361642671670511,0.83098441244373,0.320203542523939,0.635183659479782,1.64032247882121,0.876320251586256
stan1293__dutc1256,8,546.375,11,19,24.375,8.25,3.5,85.5,0.875,UnitedStates,stan1293,dutc1256,0.5343,0.1864,0.0174,0.7068,0.5416,0.6462,0.3548,0.4861,-0.24619036749881,-0.30807189288601,-0.909611875170332,-0.775850082092517,-0.322276468771014,-0.0654247253075207,0.279914211759769,-0.0594411415610628
stan1293__stan1306,21,530.285714285714,11,19,29.3333333333333,5.33333333333333,3.04761904761905,80.8571428571429,0.80952380952381,Malaysia,stan1293,stan1306,0.6287,0.641,0.3806,1,0.6707,0.8344,0.1864,0.4951,0.957328492727135,2.60841562872167,2.51815094155271,0.83098441244373,1.08355691187608,1.73833037752381,-1.56760798318496,0.0629695057983249
stan1293__mand1415,25,531.92,11,19,29.8,2.76,3.56,95.36,0.88,Singapore,stan1293,mand1415,0.6462,0.641,0.3047,1,0.6488,0.8278,0.4878,0.5926,1.1804384509258,2.60841562872167,1.80183156437959,0.83098441244373,0.845077043276764,1.67507435372632,1.73906178852728,1.38908485219169
stan1293__dani1285,6,532.333333333333,11,19,30.1666666666667,2.33333333333333,3.16666666666667,105.666666666667,0.333333333333333,UnitedKingdom,stan1293,dani1285,0.5372,0,0.0292,0.7323,0.5459,0.7413,0.2617,0.4346,-0.209217860140174,-1.50392159378278,-0.798247334318647,-0.636101515889671,-0.2754516543885,0.846037072138067,-0.74148909197749,-0.759902068117559
stan1293__mode1248,8,529.25,11,19,28.125,4.375,3.125,99.375,0.625,UnitedKingdom,stan1293,mode1248,0.5828,0.3277,0.0921,0.9047,0.5837,0.7068,0.1864,0.5516,0.372142945223206,0.598438636817388,-0.204617705541446,0.308708398360154,0.136171132508944,0.515380584105756,-1.56760798318496,0.831436347554481
stan1293__norw1258,4,552.75,11,19,25.75,5.25,3,115,0.75,Australia,stan1293,norw1258,0.5311,0,0.0423,0.7048,0.5352,0.6356,0.409,0.4769,-0.286987616997995,-1.50392159378278,-0.67461381862737,-0.786810753951563,-0.391969215758941,-0.167017733224694,0.874544276878561,-0.184572025528437
stan1293__finn1318,1,554,11,19,24,1,4,101,0,Canada,stan1293,finn1318,0.5882,0.1864,0.0812,1,0.6446,0.674,0.3141,0.4694,0.440988303753079,-0.30807189288601,-0.307488340734951,0.83098441244373,0.799341178065936,0.201017314324313,-0.166606888799914,-0.286580898327927
