pair_id,n,Speaking,new_feat,new_sounds,AaA,LoR,Edu.day,Enroll,prop_female,C,L1_code,L2_code,featural_dist,script_dist,geographic_dist,genetic_dist,syntactic_dist,morphological_dist,phonological_dist,inventory_dist,z_featural_dist,z_script_dist,z_geographic_dist,z_genetic_dist,z_syntactic_dist,z_morphological_dist,z_phonological_dist,z_inventory_dist
hait1244__port1283,14,494.5,,,26.5,4.71428571428571,2.28571428571429,68,0.571428571428571,CapeVerde,hait1244,port1283,0.6148,0,0.2663,0.427,0.655,0.889,0.3695,0.3617,0.780115440215052,-1.50392159378278,1.43942492296393,-2.30924807517315,0.912591891921319,2.26163021075755,0.441188417613021,-1.7514283117286
hait1244__stan1293,11,492.454545454546,,,23.1818181818182,3.72727272727273,2.54545454545455,34.4545454545455,0.454545454545455,SierraLeone,hait1244,stan1293,0.6564,0.1864,0.275,0.9386,0.6939,0.87,0.409,0.4724,1.31047968370445,-0.30807189288601,1.52153267765967,0.494491786370996,1.33619311970731,2.07952953618904,0.874544276878561,-0.245777349208131
hait1244__stan1290,1,537,,,25,2,1,113,0,France,hait1244,stan1290,0.6287,0,0.2822,0,0.6737,0.8583,0.4685,0.4015,0.957328492727135,-1.50392159378278,1.5894839229251,-4.64935151707962,1.11622538702667,1.96739385763895,1.52732082437982,-1.21010122673931
hebr1245__stan1293,248,524.520161290323,25,23,26.5040322580645,2.98790322580645,3.13709677419355,93.3548387096774,0.653225806451613,Israel,hebr1245,stan1293,0.6064,0.6035,0.1521,1,0.6006,0.7193,0.4788,0.5549,0.673022660279693,2.36783427795113,0.361642671670511,0.83098441244373,0.320203542523939,0.635183659479782,1.64032247882121,0.876320251586256
hebr1245__nucl1302,1,475,25,23,22,7,4,90,0,USSR,hebr1245,nucl1302,0.5588,0.6082,0.0551,1,0.5721,0.6539,0.5049,0.4445,0.0661635739793212,2.39798714058103,-0.553811604822153,0.83098441244373,0.00985302859332665,0.00837396912287952,1.92666647696882,-0.625250356022232
hebr1245__ital1282,1,548,25,23,41,1,3,93,1,Israel,hebr1245,ital1282,0.5364,0.5829,0.0969,1,0.4933,0.5647,0.4097,0.6332,-0.219417172514971,2.23567492259451,-0.159316875364489,0.83098441244373,-0.848238918695525,-0.846540776746168,0.882224000966811,1.94129288361293
hebr1245__stan1295,1,566,25,23,13,9,3,118,0,Netherlands,hebr1245,stan1295,0.5021,0.5829,0.1107,1,0.4827,0.5932,0.4498,0.4672,-0.656712690584355,2.23567492259451,-0.0290769886057393,0.83098441244373,-0.963667530894279,-0.57338976489339,1.32216248087942,-0.316503501015777
hebr1245__stan1290,1,541,25,23,24,1,3,93,1,Israel,hebr1245,stan1290,0.5193,0.5829,0.1358,1,0.4731,0.4931,0.4498,0.6082,-0.437427474526238,2.23567492259451,0.207808602527929,0.83098441244373,-1.06820665137617,-1.53277279248859,1.32216248087942,1.60126330761463
hebr1245__swed1254,1,501,25,23,34,1,3,93,1,Israel,hebr1245,swed1254,0.5388,0.6035,0.1394,1,0.4917,0.5587,0.4208,0.6144,-0.188819235390583,2.36783427795113,0.241784225160647,0.83098441244373,-0.865662105442507,-0.904046252925701,1.00400248293763,1.68559064246221
hebr1245__stan1288,2,510.5,25,23,26.5,3.5,3,93,1,Israel,hebr1245,stan1288,0.4914,0.5829,0.1372,1,0.4207,0.4737,0.4097,0.6441,-0.793128493597254,2.23567492259451,0.221021344662875,0.83098441244373,-1.63881601733982,-1.71870716546908,0.882224000966811,2.08954577874819
hind1269__stan1293,93,501.688172043011,13,21,25.5913978494624,5.46236559139785,3.32258064516129,53.4408602150538,0.655913978494624,India,hind1269,stan1293,0.6094,0.3918,0.2707,0.9196,0.6586,0.7597,0.3729,0.4684,0.711270081685179,1.00967235906783,1.48095068395948,0.390365403710053,0.951794062102027,1.02238719908863,0.478489934613093,-0.300182081367859
hind1269__hind1269,1,544,13,21,20,12,3,54,1,India,hind1269,hind1269,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
hung1274__stan1293,493,537.975659229209,6,13,25.8255578093306,2.67139959432049,3.40162271805274,94.580121703854,0.906693711967546,Hungary,hung1274,stan1293,0.5979,0.1864,0.0665,1,0.641,0.7323,0.3277,0.4581,0.564654966297483,-0.30807189288601,-0.446222133151881,0.83098441244373,0.760139007885228,0.759778857868768,-0.0174008207996264,-0.440274266679157
hung1274__stan1295,139,539.532374100719,6,13,25.3381294964029,3.28776978417266,3.33093525179856,95.4748201438849,0.942446043165468,Hungary,hung1274,stan1295,0.4912,0,0.0235,1,0.5303,0.5006,0.3064,0.4504,-0.795678321690952,-1.50392159378278,-0.852042070153783,0.83098441244373,-0.445327725171572,-1.46089094726417,-0.251083853770664,-0.545003376086633
hung1274__roma1327,55,540.018181818182,6,13,25.7272727272727,2.87272727272727,3.32727272727273,86.6909090909091,0.890909090909091,Romania,hung1274,roma1327,0.4787,0,0.0146,1,0.5303,0.5295,0.195,0.3944,-0.955042577547142,-1.50392159378278,-0.936037359440223,0.83098441244373,-0.445327725171572,-1.18390623699943,-1.4732570872436,-1.30666962632282
hung1274__stan1290,8,545.875,6,13,27,3.375,3.375,93.375,1,Hungary,hung1274,stan1290,0.5144,0,0.0547,1,0.6083,0.5962,0.3064,0.3122,-0.499898262821865,-1.50392159378278,-0.557586674003566,0.83098441244373,0.404052628743788,-0.544637026803624,-0.251083853770664,-2.42468687220523
hung1274__croa1245,1,516,6,13,19,4,3,85,0,Yugoslavia,hung1274,croa1245,0.5029,0,0.0119,1,0.5349,0.6169,0.195,0.4054,-0.646513378209559,-1.50392159378278,-0.961519076414761,0.83098441244373,-0.395236063273999,-0.346243133984237,-1.4732570872436,-1.15705661288357
hung1274__serb1264,4,513.5,6,13,27.5,4.25,3,86.25,0.75,Yugoslavia,hung1274,serb1264,0.5029,0,0.0139,1,0.5349,0.6169,0.195,0.4054,-0.646513378209559,-1.50392159378278,-0.942643730507696,0.83098441244373,-0.395236063273999,-0.346243133984237,-1.4732570872436,-1.15705661288357
hung1274__ital1282,8,526.25,6,13,26.375,2.125,3.125,96,0.875,Hungary,hung1274,ital1282,0.5033,0,0.0287,1,0.5286,0.6326,0.195,0.4021,-0.641413722022161,-1.50392159378278,-0.802966170795413,0.83098441244373,-0.463839861090241,-0.19577047131446,-1.4732570872436,-1.20194051691535
hung1274__roma1326,2,507.5,6,13,25,1.5,4,91,1,Hungary,hung1274,roma1326,0.5265,0,0.0306,1,0.577,0.6735,0.2736,0.348,-0.345633663153073,-1.50392159378278,-0.785034592183702,0.83098441244373,0.0632115380059573,0.196225191309351,-0.610933782477239,-1.93776451937567
hung1274__norw1258,2,553,6,13,16.5,9.5,3.5,99.5,1,Norway,hung1274,norw1258,0.5245,0.1864,0.0652,1,0.5364,0.5236,0.3695,0.5249,-0.371131944090063,-0.30807189288601,-0.458491107991473,0.83098441244373,-0.378901825698705,-1.24045328857597,0.441188417613021,0.468284760388298
hung1274__stan1288,1,596,6,13,19,1,3,96,1,Hungary,hung1274,stan1288,0.4959,0,0.0743,1,0.5015,0.4862,0.3433,0.5253,-0.735757361489025,-1.50392159378278,-0.372608284114326,0.83098441244373,-0.758945086617245,-1.59890409009505,0.153747316024232,0.47372523360427
hung1274__russ1263,9,545,6,13,27.6666666666667,6.22222222222222,3.77777777777778,95.3333333333333,0.777777777777778,Hungary,hung1274,russ1263,0.5107,0.3498,0.1501,1,0.5209,0.5772,0.2736,0.4706,-0.547070082555296,0.740221246204827,0.342767325763446,0.83098441244373,-0.54768894731009,-0.726737701372142,-0.610933782477239,-0.270259478680008
hung1274__dutc1256,2,527.5,6,13,26.5,1,3.5,91,0,Hungary,hung1274,dutc1256,0.5093,0,0.0493,1,0.5457,0.6104,0.3064,0.4234,-0.56491887921119,-1.50392159378278,-0.608550107952642,0.83098441244373,-0.277629552731873,-0.40854073317873,-0.251083853770664,-0.912235318164797
hung1274__slov1269,15,538.866666666667,6,13,26.0666666666667,2.4,3.26666666666667,90.2666666666667,0.933333333333333,Czechslowakia,hung1274,slov1269,0.6999,0,0.008,1,0.7251,0.7024,0.5859,0.6522,1.86506729408399,-1.50392159378278,-0.998326000933538,0.83098441244373,1.67594526127346,0.473209901574099,2.81532026432347,2.19971536137164
hung1274__hung1274,2,578.5,6,13,23,2,3.5,91,1,Hungary,hung1274,hung1274,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
