dataset,observation,native_language,native_code,target_language,target_code,speaking_score,asjp_lexical,concepts_lexical,glottolog_genetic,grambank_typological,l2v_featural,l2v_genetic,l2v_geographic,l2v_inventory,l2v_phonological,l2v_syntactic,modality_hyperbolic,modality_island,modality_speaker,phoible_phonological,qwals_typological,scripts_script,urielplus_featural,urielplus_genetic,urielplus_geographic,urielplus_inventory,urielplus_morphological,urielplus_phonological,urielplus_script,urielplus_syntactic
toefl,toefl_00089,Swedish,swed1254,English,stan1293,25,0.335843872896457,0.05,0.611111111111111,0.455463289970375,0.5,0.7,0.1,0.5242,0.5687,0.42,16.41591,0.166970398543995,0.282104221689861,0.62962962962963,0.106498698665671,0.666666666666667,0.5511,0.7323,0.0557,0.5242,0.7896,0.3141,0,0.5136
toefl,toefl_00090,Tagalog,taga1270,English,stan1293,23,0.48723553663821,0.0699999999999999,1,0.593616839704664,0.5,1,0.5,0.461,0.3433,0.66,20.621298,0.182789081215727,0.383734307222391,0.511111111111111,0.348370946439585,0.75,0.6208,1,0.3864,0.461,0.8116,0.3277,0.4404,0.6668
toefl,toefl_00091,Tajik,taji1245,English,stan1293,19,0.436929772333691,0.0699999999999999,0.833333333333333,,0.8,0.9,0.3,0.5983,0.5687,0.68,19.248623,0.194493157621838,0.310734126153087,0.740740740740741,0.325875366435331,1,0.6909,0.9291,0.2123,0.5636,0.7832,0.4467,0.4161,0.7579
toefl,toefl_00092,Tamil,tami1289,English,stan1293,24,0.499433520603601,0.05,1,0.555389693317031,0.6,1,0.4,0.5014,0.5687,0.71,20.775375,0.201734292231991,0.331470654019418,0.67741935483871,0.389374191696579,0.8,0.6448,1,0.3158,0.5014,0.6854,0.2677,0.6215,0.7386
toefl,toefl_00093,Tatar,tata1255,English,stan1293,20,,0.0899999999999999,1,0.524142418360959,0.8,1,0.2,0.5983,0.805,0.75,21.352331,0.19635306312499,0.297617991286368,0.742424242424242,0.365759667896089,1,0.6459,1,0.1323,0.5371,0.684,0.1864,0.4161,0.7165
toefl,toefl_00094,Telugu,telu1262,English,stan1293,18,0.500922933574655,0.2,1,0.581675050747111,0.5,1,0.4,0.4519,0.3498,0.74,18.909454,0.195954732314238,0.340382626512569,0.695121951219512,0.302003200237568,1,0.621,1,0.2989,0.4519,0.7149,0.2677,0.5354,0.7072
toefl,toefl_00095,Thai,thai1261,English,stan1293,20,0.477070830894603,0.0799999999999999,1,0.525538272812244,0.5,1,0.5,0.4147,0.39,0.56,22.045734,0.181906480435776,0.401293199502723,0.6,0.27239010150616,1,0.5967,1,0.3501,0.4147,0.7977,0.427,0.6502,0.6522
toefl,toefl_00096,Tibetan,tibe1272,English,stan1293,22,,0.2,1,0.628490254498827,0.6,1,0.4,0.5252,0.4477,0.78,19.25976,0.224784028595606,0.344916004660478,0.64406779661017,0.303590620717695,0.75,0.7036,1,0.2901,0.5252,0.8094,0.4601,0.4359,0.7822
toefl,toefl_00097,Tigrinya,tigr1271,English,stan1293,22,0.47951691707175,0.05,1,,0.6,1,0.3,0.5229,0.5687,0.72,21.579094,0.200162449452605,0.367011369771664,0.752941176470588,0.387660283308763,1,0.6229,1,0.2148,0.5229,0.6764,0.409,0.5933,0.6798
toefl,toefl_00098,Turkish,nucl1301,English,stan1293,20,0.499280394593698,0.11,1,0.559850726373464,0.6,1,0.1,0.5183,0.3433,0.7,19.807714,0.198121323599049,0.300594163708628,0.589285714285714,0.316610981234544,0.666666666666667,0.6476,1,0.1194,0.5183,0.7323,0.3277,0.1864,0.7119
toefl,toefl_00099,Turkmen,turk1304,English,stan1293,20,0.512135741602175,0.17,1,0.575804482562473,0.9,1,0.2,0.5983,0.805,0.82,19.70973,0.197852456713129,0.295661993719247,0.666666666666667,0.385595226287842,0.75,0.6576,1,0.1941,0.517,0.696,0.1864,0.4161,0.7397
toefl,toefl_00100,Twi,twii1234,English,stan1293,22,,0.13,1,,0.8,1,0.3,0.5983,0.5687,0.75,21.902376,0.208313633529255,0.39994415456284,,,0.666666666666667,0.6677,0.9687,0.2039,0.4969,0.7837,0.5096,0.1864,0.7406
toefl,toefl_00101,Uighur,uigh1240,English,stan1293,21,0.480879362963882,0.06,1,,0.8,1,0.3,0.5983,0.8886,0.75,20.49651,0.203849652144863,0.355675291195266,0.616666666666667,0.402541197263277,0.8,0.6973,1,0.2253,0.576,0.7086,0.4407,0.4161,0.779
toefl,toefl_00102,Ukrainian,ukra1253,English,stan1293,22,0.477621018076474,0.0899999999999999,0.773809523809524,0.463345730029665,0.5,0.9,0.1,0.4661,0.5687,0.51,19.646692,0.151201428843757,0.285546705222599,0.673076923076923,0.1875,0.75,0.5559,0.9047,0.0762,0.4661,0.6774,0.2677,0.3918,0.5803
toefl,toefl_00103,Urdu,urdu1245,English,stan1293,23,0.47094725485583,0.05,0.833333333333333,,0.6,0.9,0.3,0.4923,0.5687,0.67,19.911064,0.18054719222332,0.306579826402752,0.723684210526316,0.252525242892179,0.75,0.6267,0.9196,0.2475,0.4923,0.6962,0.4601,0.4973,0.6938
toefl,toefl_00104,Uzbek,uzbe1247,English,stan1293,12,,,,,0.6,1,1,0.5983,0.5687,0.57,21.890766,0.211596989881741,0.30792316535256,,0.364274874600497,,0.6679,1,0.2081,0.5491,0.6969,0.3548,0.3649,0.7579
toefl,toefl_00105,Vietnamese,viet1252,English,stan1293,12,0.500722463404074,0.0799999999999999,1,0.54456562886206,0.5,1,0.5,0.455,0.427,0.57,20.579374,0.200582867401153,0.391602614111048,0.704918032786885,0.277001755325883,0.666666666666667,0.6432,1,0.3502,0.4769,0.9078,0.439,0.3881,0.6943
toefl,toefl_00106,Wolof,nucl1347,English,stan1293,18,,0.0699999999999999,1,0.591607978309962,0.5,1,0.2,0.4731,0.3498,0.49,20.881353,0.171668586068928,0.399984560518475,0.637931034482759,0.293566533963974,0.666666666666667,0.5674,1,0.1752,0.4731,0.7323,0.3141,0.4161,0.5822
toefl,toefl_00107,Yoruba,yoru1245,English,stan1293,21,0.498224114899884,0.03,1,,0.6,1,0.3,0.5093,0.5348,0.61,19.981842,0.190048120539709,0.385001367834002,0.634615384615385,0.260010805996982,0.666666666666667,0.6545,1,0.2026,0.5093,0.9496,0.5587,0.4161,0.6745
