country,country_name,country_code,confounder,source,source_name,year,timing,region
Brazil,Brazil,BRA,education_expenditure,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,education_expenditure,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,education_expenditure,WDI,Sierra Leone,2019,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,education_expenditure,WDI,Nicaragua,2019,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,education_expenditure,WDI,Mexico,2018,latest_available_at_or_before_2019,
Peru,Peru,PER,education_expenditure,WDI,Peru,2019,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,education_expenditure,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,education_expenditure,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,education_expenditure,WDI,"Congo, Dem. Rep.",2017,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,education_expenditure,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,education_expenditure,WDI,Guinea,2019,latest_available_at_or_before_2019,
Colombia,Colombia,COL,education_expenditure,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,education_expenditure,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,education_expenditure,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,education_expenditure,WDI,Cabo Verde,2019,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,education_expenditure,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,education_expenditure,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,education_expenditure,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,education_expenditure,WDI,Mongolia,2017,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,education_expenditure,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,education_expenditure,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,education_expenditure,WDI,Dominican Republic,2019,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,education_expenditure,WDI,Uruguay,2019,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,education_expenditure,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,tertiary_enrolment,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,tertiary_enrolment,WDI,Sudan,2015,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,tertiary_enrolment,WDI,Afghanistan,2018,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,tertiary_enrolment,WDI,"Congo, Rep.",2017,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,tertiary_enrolment,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,tertiary_enrolment,WDI,Burundi,2018,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,tertiary_enrolment,WDI,Kenya,2019,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,tertiary_enrolment,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,tertiary_enrolment,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,tertiary_enrolment,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,tertiary_enrolment,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,tertiary_enrolment,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,tertiary_enrolment,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,tertiary_enrolment,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,tertiary_enrolment,WDI,Zimbabwe,2015,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,tertiary_enrolment,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,tertiary_enrolment,WDI,Netherlands,2018,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,tertiary_enrolment,WDI,Nigeria,2011,latest_available_at_or_before_2019,
Albania,Albania,ALB,tertiary_enrolment,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,tertiary_enrolment,WDI,,,,
France,France,FRA,tertiary_enrolment,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,tertiary_enrolment,WDI,Australia,2019,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,tertiary_enrolment,WDI,,,,
UnitedKingdom,United Kingdom,GBR,tertiary_enrolment,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,tertiary_enrolment,WDI,Ethiopia,2014,latest_available_at_or_before_2019,
Syria,Syria,SYR,tertiary_enrolment,WDI,Syrian Arab Republic,2016,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,tertiary_enrolment,WDI,"Egypt, Arab Rep.",2019,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,tertiary_enrolment,WDI,Eritrea,2016,latest_available_at_or_before_2019,
Iran,Iran,IRN,tertiary_enrolment,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,tertiary_enrolment,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,tertiary_enrolment,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,tertiary_enrolment,WDI,Iraq,2005,latest_available_at_or_before_2019,
Libya,Libya,LBY,tertiary_enrolment,WDI,Libya,2003,latest_available_at_or_before_2019,
UnitedStates,United States,USA,tertiary_enrolment,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,tertiary_enrolment,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,tertiary_enrolment,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,tertiary_enrolment,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,tertiary_enrolment,WDI,Saudi Arabia,2019,latest_available_at_or_before_2019,
Greece,Greece,GRC,tertiary_enrolment,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,tertiary_enrolment,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,tertiary_enrolment,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,tertiary_enrolment,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,tertiary_enrolment,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,tertiary_enrolment,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,tertiary_enrolment,WDI,Aruba,2016,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,tertiary_enrolment,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,tertiary_enrolment,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,tertiary_enrolment,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,tertiary_enrolment,WDI,"Somalia, Fed. Rep.",1987,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,tertiary_enrolment,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,tertiary_enrolment,WDI,Mozambique,2018,latest_available_at_or_before_2019,
China,China,CHN,tertiary_enrolment,WDI,China,2019,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,tertiary_enrolment,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,tertiary_enrolment,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,tertiary_enrolment,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,tertiary_enrolment,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,tertiary_enrolment,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,tertiary_enrolment,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,tertiary_enrolment,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,tertiary_enrolment,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,tertiary_enrolment,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,tertiary_enrolment,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,tertiary_enrolment,WDI,,,,
Slovenia,Slovenia,SVN,tertiary_enrolment,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,tertiary_enrolment,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,tertiary_enrolment,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,tertiary_enrolment,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,tertiary_enrolment,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,tertiary_enrolment,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,tertiary_enrolment,WDI,Viet Nam,2019,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,tertiary_enrolment,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,tertiary_enrolment,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,tertiary_enrolment,WDI,,,,
Singapore,Singapore,SGP,tertiary_enrolment,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,tertiary_enrolment,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,tertiary_enrolment,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,tertiary_enrolment,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,tertiary_enrolment,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,tertiary_enrolment,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,tertiary_enrolment,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,tertiary_enrolment,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,tertiary_enrolment,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,tertiary_enrolment,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,tertiary_enrolment,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,tertiary_enrolment,WDI,Guyana,2012,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,tertiary_enrolment,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,tertiary_enrolment,WDI,Bolivia,,,
Nepal,Nepal,NPL,tertiary_enrolment,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,tertiary_enrolment,WDI,"Venezuela, RB",2009,latest_available_at_or_before_2019,
Angola,Angola,AGO,tertiary_enrolment,WDI,Angola,2016,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,tertiary_enrolment,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,tertiary_enrolment,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,tertiary_enrolment,WDI,Poland,2019,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,tertiary_enrolment,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,tertiary_enrolment,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,tertiary_enrolment,WDI,Sierra Leone,2002,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,tertiary_enrolment,WDI,Nicaragua,2002,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,tertiary_enrolment,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,tertiary_enrolment,WDI,Peru,2017,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,tertiary_enrolment,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,tertiary_enrolment,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,tertiary_enrolment,WDI,"Congo, Dem. Rep.",2016,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,tertiary_enrolment,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,tertiary_enrolment,WDI,Guinea,2014,latest_available_at_or_before_2019,
Colombia,Colombia,COL,tertiary_enrolment,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,tertiary_enrolment,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,tertiary_enrolment,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,tertiary_enrolment,WDI,Cabo Verde,2018,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,tertiary_enrolment,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,tertiary_enrolment,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,tertiary_enrolment,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,tertiary_enrolment,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,tertiary_enrolment,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,tertiary_enrolment,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,tertiary_enrolment,WDI,Dominican Republic,2017,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,tertiary_enrolment,WDI,Uruguay,2019,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,tertiary_enrolment,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,female_tertiary_enrolment,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,female_tertiary_enrolment,WDI,Sudan,2015,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,female_tertiary_enrolment,WDI,Afghanistan,2018,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,female_tertiary_enrolment,WDI,"Congo, Rep.",2017,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,female_tertiary_enrolment,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,female_tertiary_enrolment,WDI,Burundi,2018,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,female_tertiary_enrolment,WDI,Kenya,2017,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,female_tertiary_enrolment,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,female_tertiary_enrolment,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,female_tertiary_enrolment,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,female_tertiary_enrolment,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,female_tertiary_enrolment,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,female_tertiary_enrolment,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,female_tertiary_enrolment,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,female_tertiary_enrolment,WDI,Zimbabwe,2015,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,female_tertiary_enrolment,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,female_tertiary_enrolment,WDI,Netherlands,2018,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,female_tertiary_enrolment,WDI,Nigeria,2011,latest_available_at_or_before_2019,
Albania,Albania,ALB,female_tertiary_enrolment,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,female_tertiary_enrolment,WDI,,,,
France,France,FRA,female_tertiary_enrolment,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,female_tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,female_tertiary_enrolment,WDI,Australia,2019,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,female_tertiary_enrolment,WDI,,,,
UnitedKingdom,United Kingdom,GBR,female_tertiary_enrolment,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,female_tertiary_enrolment,WDI,Ethiopia,2014,latest_available_at_or_before_2019,
Syria,Syria,SYR,female_tertiary_enrolment,WDI,Syrian Arab Republic,2016,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,female_tertiary_enrolment,WDI,"Egypt, Arab Rep.",2019,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,female_tertiary_enrolment,WDI,Eritrea,2016,latest_available_at_or_before_2019,
Iran,Iran,IRN,female_tertiary_enrolment,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,female_tertiary_enrolment,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,female_tertiary_enrolment,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,female_tertiary_enrolment,WDI,Iraq,2005,latest_available_at_or_before_2019,
Libya,Libya,LBY,female_tertiary_enrolment,WDI,Libya,2003,latest_available_at_or_before_2019,
UnitedStates,United States,USA,female_tertiary_enrolment,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,female_tertiary_enrolment,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,female_tertiary_enrolment,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,female_tertiary_enrolment,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,female_tertiary_enrolment,WDI,Saudi Arabia,2019,latest_available_at_or_before_2019,
Greece,Greece,GRC,female_tertiary_enrolment,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,female_tertiary_enrolment,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,female_tertiary_enrolment,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,female_tertiary_enrolment,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,female_tertiary_enrolment,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,female_tertiary_enrolment,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,female_tertiary_enrolment,WDI,Aruba,2016,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,female_tertiary_enrolment,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,female_tertiary_enrolment,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,female_tertiary_enrolment,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,female_tertiary_enrolment,WDI,"Somalia, Fed. Rep.",1987,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,female_tertiary_enrolment,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,female_tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,female_tertiary_enrolment,WDI,Mozambique,2018,latest_available_at_or_before_2019,
China,China,CHN,female_tertiary_enrolment,WDI,China,2019,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,female_tertiary_enrolment,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,female_tertiary_enrolment,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,female_tertiary_enrolment,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,female_tertiary_enrolment,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,female_tertiary_enrolment,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,female_tertiary_enrolment,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,female_tertiary_enrolment,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,female_tertiary_enrolment,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,female_tertiary_enrolment,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,female_tertiary_enrolment,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,female_tertiary_enrolment,WDI,,,,
Slovenia,Slovenia,SVN,female_tertiary_enrolment,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,female_tertiary_enrolment,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,female_tertiary_enrolment,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,female_tertiary_enrolment,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,female_tertiary_enrolment,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,female_tertiary_enrolment,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,female_tertiary_enrolment,WDI,Viet Nam,2017,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,female_tertiary_enrolment,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,female_tertiary_enrolment,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,female_tertiary_enrolment,WDI,,,,
Singapore,Singapore,SGP,female_tertiary_enrolment,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,female_tertiary_enrolment,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,female_tertiary_enrolment,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,female_tertiary_enrolment,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,female_tertiary_enrolment,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,female_tertiary_enrolment,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,female_tertiary_enrolment,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,female_tertiary_enrolment,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,female_tertiary_enrolment,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,female_tertiary_enrolment,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,female_tertiary_enrolment,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,female_tertiary_enrolment,WDI,Guyana,2012,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,female_tertiary_enrolment,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,female_tertiary_enrolment,WDI,Bolivia,,,
Nepal,Nepal,NPL,female_tertiary_enrolment,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,female_tertiary_enrolment,WDI,"Venezuela, RB",2008,latest_available_at_or_before_2019,
Angola,Angola,AGO,female_tertiary_enrolment,WDI,Angola,2016,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,female_tertiary_enrolment,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,female_tertiary_enrolment,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,female_tertiary_enrolment,WDI,Poland,2019,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,female_tertiary_enrolment,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,female_tertiary_enrolment,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,female_tertiary_enrolment,WDI,Sierra Leone,2002,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,female_tertiary_enrolment,WDI,Nicaragua,2002,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,female_tertiary_enrolment,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,female_tertiary_enrolment,WDI,Peru,2017,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,female_tertiary_enrolment,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,female_tertiary_enrolment,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,female_tertiary_enrolment,WDI,"Congo, Dem. Rep.",2016,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,female_tertiary_enrolment,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,female_tertiary_enrolment,WDI,Guinea,2014,latest_available_at_or_before_2019,
Colombia,Colombia,COL,female_tertiary_enrolment,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,female_tertiary_enrolment,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,female_tertiary_enrolment,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,female_tertiary_enrolment,WDI,Cabo Verde,2018,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,female_tertiary_enrolment,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,female_tertiary_enrolment,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,female_tertiary_enrolment,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,female_tertiary_enrolment,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,female_tertiary_enrolment,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,female_tertiary_enrolment,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,female_tertiary_enrolment,WDI,Dominican Republic,2017,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,female_tertiary_enrolment,WDI,Uruguay,2006,latest_available_at_or_before_2019,
