"L1","C","L1L2","L2","AaA","LoR","Edu.day","Sex","Family","ISO639.3","Enroll","Speaking","morph","lex","new_feat","new_sounds"
"Arabic","Morocco","ArabicFrench","French",30,5,4,"Male","Afro-Asiatic","ara ",49,468,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,3,4,"Female","Afro-Asiatic","ara ",49,437,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",17,4,3,"Female","Afro-Asiatic","ara ",49,503,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",22,2,3,"Male","Afro-Asiatic","ara ",47,487,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicArabic","Arabic",22,2,4,"Male","Afro-Asiatic","ara ",49,497,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicRussian","Russian",20,3,3,"Male","Afro-Asiatic","ara ",47,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicGerman","German",30,1,4,"Female","Afro-Asiatic","ara ",49,562,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",32,9,3,"Male","Afro-Asiatic","ara ",79,431,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,3,3,"Female","Afro-Asiatic","ara ",49,496,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",19,2,3,"Male","Afro-Asiatic","ara ",49,453,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",28,10,3,"Female","Afro-Asiatic","ara ",49,495,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicAlbanian","Albanian",37,10,4,"Female","Afro-Asiatic","ara ",47,503,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",28,1,3,"Male","Afro-Asiatic","ara ",49,477,0.0638,0.595079,21,24
"Arabic","Algeria","ArabicFrench","French",28,3,4,"Male","Afro-Asiatic","ara ",83,482,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,1,3,"Male","Afro-Asiatic","ara ",49,464,0.0638,0.595079,21,24
"Arabic","Kuwait","ArabicEnglish","English",20,3,3,"Male","Afro-Asiatic","ara ",95,485,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicPersian","Persian",17,2,3,"Female","Afro-Asiatic","ara ",47,531,0.0638,0.595079,21,24
"Arabic","Ethiopia","ArabicEnglish","English",29,9,4,"Female","Afro-Asiatic","ara ",25,529,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",40,16,3,"Male","Afro-Asiatic","ara ",49,488,0.0638,0.595079,21,24
"Arabic","Syria","ArabicKurdish","Kurdish",26,2,3,"Male","Afro-Asiatic","ara ",67,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,6,2,"Female","Afro-Asiatic","ara ",49,539,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",30,8,4,"Female","Afro-Asiatic","ara ",47,485,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",19,2,3,"Female","Afro-Asiatic","ara ",49,502,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,4,"Male","Afro-Asiatic","ara ",49,442,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",37,2,4,"Female","Afro-Asiatic","ara ",47,498,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,1,4,"Female","Afro-Asiatic","ara ",49,546,0.0638,0.595079,21,24
"Arabic","Rwanda","ArabicFrench","French",41,1,4,"Male","Afro-Asiatic","ara ",16,469,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,1,2,"Male","Afro-Asiatic","ara ",49,501,0.0638,0.595079,21,24
"Arabic","Turkey","ArabicFrench","French",26,2,3,"Male","Afro-Asiatic","ara ",79,530,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",20,2,3,"Male","Afro-Asiatic","ara ",47,498,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicArabic","Arabic",24,10,3,"Female","Afro-Asiatic","ara ",47,532,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",21,1,3,"Female","Afro-Asiatic","ara ",118,547,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",26,1,4,"Male","Afro-Asiatic","ara ",67,550,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,2,3,"Female","Afro-Asiatic","ara ",49,550,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",20,1,3,"Male","Afro-Asiatic","ara ",49,474,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",23,7,3,"Female","Afro-Asiatic","ara ",67,512,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,4,"Male","Afro-Asiatic","ara ",49,455,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,3,"Female","Afro-Asiatic","ara ",49,453,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",39,3,3,"Female","Afro-Asiatic","ara ",47,487,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",17,2,3,"Female","Afro-Asiatic","ara ",47,530,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",18,8,3,"Male","Afro-Asiatic","ara ",49,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",14,6,1,"Female","Afro-Asiatic","ara ",49,538,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",38,1,1,"Female","Afro-Asiatic","ara ",67,505,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",20,1,3,"Male","Afro-Asiatic","ara ",49,520,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,2,2,"Male","Afro-Asiatic","ara ",49,488,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,7,4,"Female","Afro-Asiatic","ara ",49,513,0.0638,0.595079,21,24
"Arabic","Syria","ArabicArmenian","Armenian",20,7,3,"Female","Afro-Asiatic","ara ",67,595,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,2,4,"Male","Afro-Asiatic","ara ",49,482,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",23,7,3,"Male","Afro-Asiatic","ara ",47,486,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",34,7,3,"Female","Afro-Asiatic","ara ",47,458,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,6,3,"Male","Afro-Asiatic","ara ",49,482,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,3,"Male","Afro-Asiatic","ara ",49,490,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,1,2,"Male","Afro-Asiatic","ara ",49,501,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,1,4,"Male","Afro-Asiatic","ara ",49,471,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",36,3,3,"Male","Afro-Asiatic","ara ",49,558,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",23,4,3,"Male","Afro-Asiatic","ara ",47,495,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,3,3,"Male","Afro-Asiatic","ara ",49,466,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicRussian","Russian",31,4,3,"Male","Afro-Asiatic","ara ",47,491,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,3,4,"Female","Afro-Asiatic","ara ",49,487,0.0638,0.595079,21,24
"Arabic","Syria","ArabicFrench","French",29,1,4,"Female","Afro-Asiatic","ara ",67,548,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",19,1,4,"Male","Afro-Asiatic","ara ",67,463,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",23,2,3,"Male","Afro-Asiatic","ara ",31,497,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,8,1,"Female","Afro-Asiatic","ara ",49,479,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,3,3,"Female","Afro-Asiatic","ara ",49,486,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",21,2,3,"Female","Afro-Asiatic","ara ",67,509,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,2,3,"Male","Afro-Asiatic","ara ",49,508,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,1,"Female","Afro-Asiatic","ara ",49,490,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",25,2,4,"Female","Afro-Asiatic","ara ",90,492,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",26,3,3,"Male","Afro-Asiatic","ara ",47,508,0.0638,0.595079,21,24
"Arabic","Syria","ArabicSerbian","Serbian",34,6,4,"Male","Afro-Asiatic","ara ",67,472,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,1,4,"Female","Afro-Asiatic","ara ",49,522,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,6,4,"Female","Afro-Asiatic","ara ",49,535,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",35,1,3,"Male","Afro-Asiatic","ara ",90,477,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",18,1,3,"Male","Afro-Asiatic","ara ",90,480,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",23,2,1,"Female","Afro-Asiatic","ara ",67,538,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,1,4,"Female","Afro-Asiatic","ara ",49,497,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",19,5,2,"Female","Afro-Asiatic","ara ",67,547,0.0638,0.595079,21,24
"Arabic","Afghanistan","ArabicDanish","Danish",18,1,3,"Female","Afro-Asiatic","ara ",19,594,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,4,1,"Female","Afro-Asiatic","ara ",49,435,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,4,"Female","Afro-Asiatic","ara ",49,496,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",18,3,2,"Male","Afro-Asiatic","ara ",90,506,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",31,3,3,"Male","Afro-Asiatic","ara ",49,489,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,11,3,"Female","Afro-Asiatic","ara ",49,458,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",17,1,3,"Male","Afro-Asiatic","ara ",118,481,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicMonolingual","Monolingual",21,2,3,"Female","Afro-Asiatic","ara ",90,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,1,4,"Male","Afro-Asiatic","ara ",49,506,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,1,3,"Male","Afro-Asiatic","ara ",49,485,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",23,2,2,"Female","Afro-Asiatic","ara ",90,565,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",26,4,3,"Male","Afro-Asiatic","ara ",31,508,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",45,4,3,"Male","Afro-Asiatic","ara ",90,500,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicMonolingual","Monolingual",23,12,3,"Female","Afro-Asiatic","ara ",90,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,1,1,"Male","Afro-Asiatic","ara ",49,512,0.0638,0.595079,21,24
"Arabic","SaudiArabia","ArabicEnglish","English",20,1,3,"Female","Afro-Asiatic","ara ",90,463,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,3,1,"Male","Afro-Asiatic","ara ",49,486,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,1,3,"Male","Afro-Asiatic","ara ",49,486,0.0638,0.595079,21,24
"Arabic","Syria","ArabicRussian","Russian",27,2,3,"Male","Afro-Asiatic","ara ",67,496,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,1,3,"Male","Afro-Asiatic","ara ",49,444,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",13,7,3,"Female","Afro-Asiatic","ara ",118,523,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",20,2,3,"Female","Afro-Asiatic","ara ",67,603,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,4,"Female","Afro-Asiatic","ara ",49,469,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,16,3,"Male","Afro-Asiatic","ara ",49,533,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",28,5,4,"Male","Afro-Asiatic","ara ",47,500,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",30,3,4,"Female","Afro-Asiatic","ara ",31,498,0.0638,0.595079,21,24
"Arabic","Israel","ArabicEnglish","English",33,4,4,"Male","Afro-Asiatic","ara ",93,508,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",19,1,3,"Male","Afro-Asiatic","ara ",118,465,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,17,3,"Female","Afro-Asiatic","ara ",49,533,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,4,"Female","Afro-Asiatic","ara ",49,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,4,3,"Female","Afro-Asiatic","ara ",49,486,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",30,2,3,"Male","Afro-Asiatic","ara ",67,488,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,1,4,"Male","Afro-Asiatic","ara ",49,512,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",20,1,3,"Male","Afro-Asiatic","ara ",118,456,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",29,4,4,"Male","Afro-Asiatic","ara ",31,493,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",21,1,3,"Male","Afro-Asiatic","ara ",118,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",31,9,4,"Male","Afro-Asiatic","ara ",49,477,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,3,1,"Female","Afro-Asiatic","ara ",49,546,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,4,3,"Male","Afro-Asiatic","ara ",49,498,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",28,4,4,"Male","Afro-Asiatic","ara ",67,496,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",40,4,4,"Male","Afro-Asiatic","ara ",67,494,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",40,9,4,"Male","Afro-Asiatic","ara ",49,487,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",26,5,4,"Female","Afro-Asiatic","ara ",49,572,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",25,4,4,"Male","Afro-Asiatic","ara ",31,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,1,3,"Male","Afro-Asiatic","ara ",49,483,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,11,3,"Female","Afro-Asiatic","ara ",49,530,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",22,4,3,"Male","Afro-Asiatic","ara ",31,493,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,3,4,"Female","Afro-Asiatic","ara ",49,528,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,8,3,"Male","Afro-Asiatic","ara ",49,505,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,19,3,"Female","Afro-Asiatic","ara ",49,551,0.0638,0.595079,21,24
"Arabic","Syria","ArabicRomanian","Romanian",36,5,4,"Male","Afro-Asiatic","ara ",67,472,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",16,4,3,"Female","Afro-Asiatic","ara ",31,611,0.0638,0.595079,21,24
"Arabic","Syria","ArabicArmenian","Armenian",28,4,4,"Male","Afro-Asiatic","ara ",67,450,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,5,4,"Male","Afro-Asiatic","ara ",49,467,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,3,3,"Female","Afro-Asiatic","ara ",49,538,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",31,1,4,"Male","Afro-Asiatic","ara ",49,534,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",18,3,3,"Male","Afro-Asiatic","ara ",67,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,4,"Male","Afro-Asiatic","ara ",49,477,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,3,"Male","Afro-Asiatic","ara ",49,453,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,6,4,"Male","Afro-Asiatic","ara ",49,496,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,2,3,"Female","Afro-Asiatic","ara ",49,471,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",34,4,4,"Male","Afro-Asiatic","ara ",67,448,0.0638,0.595079,21,24
"Arabic","Syria","ArabicArabic","Arabic",29,11,2,"Female","Afro-Asiatic","ara ",67,462,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicGerman","German",23,2,2,"Male","Afro-Asiatic","ara ",49,507,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",32,4,1,"Male","Afro-Asiatic","ara ",31,486,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",24,5,1,"Male","Afro-Asiatic","ara ",49,451,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicMonolingual","Monolingual",17,4,3,"Female","Afro-Asiatic","ara ",31,526,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,3,2,"Female","Afro-Asiatic","ara ",49,515,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,2,3,"Female","Afro-Asiatic","ara ",49,545,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",28,3,4,"Female","Afro-Asiatic","ara ",67,538,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicMonolingual","Monolingual",15,3,1,"Male","Afro-Asiatic","ara ",118,534,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,4,3,"Female","Afro-Asiatic","ara ",49,486,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",24,4,3,"Male","Afro-Asiatic","ara ",49,509,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",29,4,3,"Female","Afro-Asiatic","ara ",47,461,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",33,5,4,"Male","Afro-Asiatic","ara ",67,470,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",33,1,4,"Male","Afro-Asiatic","ara ",67,475,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",31,1,2,"Male","Afro-Asiatic","ara ",31,435,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",34,5,3,"Male","Afro-Asiatic","ara ",67,549,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",27,2,3,"Male","Afro-Asiatic","ara ",47,541,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,10,4,"Female","Afro-Asiatic","ara ",49,511,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,4,3,"Male","Afro-Asiatic","ara ",49,538,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",29,2,3,"Female","Afro-Asiatic","ara ",67,497,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,1,4,"Male","Afro-Asiatic","ara ",49,550,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",20,3,3,"Male","Afro-Asiatic","ara ",47,518,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,4,"Female","Afro-Asiatic","ara ",49,494,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",30,3,3,"Male","Afro-Asiatic","ara ",47,457,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",30,2,4,"Male","Afro-Asiatic","ara ",67,423,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicFrench","French",23,13,3,"Female","Afro-Asiatic","ara ",47,526,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",36,2,4,"Male","Afro-Asiatic","ara ",31,507,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,3,3,"Female","Afro-Asiatic","ara ",49,483,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",43,3,3,"Male","Afro-Asiatic","ara ",47,469,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,3,3,"Male","Afro-Asiatic","ara ",49,472,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,17,3,"Male","Afro-Asiatic","ara ",49,457,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,4,3,"Female","Afro-Asiatic","ara ",49,464,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",27,3,4,"Male","Afro-Asiatic","ara ",31,489,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,1,"Male","Afro-Asiatic","ara ",49,491,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",30,8,1,"Male","Afro-Asiatic","ara ",47,501,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",28,2,4,"Male","Afro-Asiatic","ara ",47,501,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,31,1,"Male","Afro-Asiatic","ara ",49,435,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,1,1,"Male","Afro-Asiatic","ara ",49,514,0.0638,0.595079,21,24
"Arabic","Israel","ArabicEnglish","English",21,1,3,"Female","Afro-Asiatic","ara ",93,501,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",17,7,4,"Male","Afro-Asiatic","ara ",67,570,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,1,3,"Male","Afro-Asiatic","ara ",49,400,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",28,3,1,"Female","Afro-Asiatic","ara ",47,447,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,12,3,"Male","Afro-Asiatic","ara ",49,530,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",42,3,4,"Male","Afro-Asiatic","ara ",47,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",25,2,3,"Male","Afro-Asiatic","ara ",49,494,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicRomanian","Romanian",19,4,2,"Male","Afro-Asiatic","ara ",31,492,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",29,2,4,"Male","Afro-Asiatic","ara ",47,500,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",26,4,4,"Male","Afro-Asiatic","ara ",31,441,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,3,4,"Male","Afro-Asiatic","ara ",49,516,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",23,4,3,"Female","Afro-Asiatic","ara ",67,551,0.0638,0.595079,21,24
