"L1","C","L1L2","L2","AaA","LoR","Edu.day","Sex","Family","ISO639.3","Enroll","Speaking","morph","lex","new_feat","new_sounds"
"Arabic","Egypt","ArabicEnglish","English",28,5,4,"Male","Afro-Asiatic","ara ",79,483,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",22,4,3,"Male","Afro-Asiatic","ara ",31,477,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicMonolingual","Monolingual",25,18,4,"Male","Afro-Asiatic","ara ",79,532,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",47,4,4,"Female","Afro-Asiatic","ara ",47,424,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicItalian","Italian",24,2,3,"Male","Afro-Asiatic","ara ",47,480,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",25,3,1,"Male","Afro-Asiatic","ara ",47,419,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,9,3,"Male","Afro-Asiatic","ara ",49,468,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicArabic","Arabic",24,2,1,"Male","Afro-Asiatic","ara ",49,445,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,1,3,"Female","Afro-Asiatic","ara ",49,492,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",29,1,4,"Male","Afro-Asiatic","ara ",79,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,4,"Male","Afro-Asiatic","ara ",49,449,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,3,3,"Male","Afro-Asiatic","ara ",49,495,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,2,4,"Male","Afro-Asiatic","ara ",49,521,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,5,3,"Male","Afro-Asiatic","ara ",49,534,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",27,1,4,"Male","Afro-Asiatic","ara ",49,526,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicArabic","Arabic",27,7,3,"Male","Afro-Asiatic","ara ",49,559,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,4,2,"Female","Afro-Asiatic","ara ",49,533,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",24,3,4,"Male","Afro-Asiatic","ara ",79,525,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,1,2,"Female","Afro-Asiatic","ara ",49,491,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicMonolingual","Monolingual",29,1,3,"Male","Afro-Asiatic","ara ",79,566,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,13,1,"Male","Afro-Asiatic","ara ",49,511,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,1,1,"Male","Afro-Asiatic","ara ",49,498,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,4,4,"Male","Afro-Asiatic","ara ",49,462,0.0638,0.595079,21,24
"Arabic","Lebanon","ArabicEnglish","English",26,3,4,"Male","Afro-Asiatic","ara ",83,544,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicFrench","French",40,1,4,"Male","Afro-Asiatic","ara ",47,481,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",27,4,1,"Male","Afro-Asiatic","ara ",47,466,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,2,4,"Female","Afro-Asiatic","ara ",49,568,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,4,"Male","Afro-Asiatic","ara ",49,467,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,1,4,"Male","Afro-Asiatic","ara ",49,495,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,2,4,"Female","Afro-Asiatic","ara ",49,466,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicMonolingual","Monolingual",0,19,3,"Female","Afro-Asiatic","ara ",118,532,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,3,3,"Male","Afro-Asiatic","ara ",49,510,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,1,4,"Female","Afro-Asiatic","ara ",49,469,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",41,3,3,"Male","Afro-Asiatic","ara ",49,505,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,4,4,"Male","Afro-Asiatic","ara ",49,517,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,1,4,"Male","Afro-Asiatic","ara ",49,465,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicFrench","French",30,8,4,"Male","Afro-Asiatic","ara ",79,531,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",26,2,4,"Female","Afro-Asiatic","ara ",79,505,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",23,3,4,"Male","Afro-Asiatic","ara ",79,441,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",29,2,4,"Female","Afro-Asiatic","ara ",79,531,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,3,4,"Male","Afro-Asiatic","ara ",49,569,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",24,0,4,"Male","Afro-Asiatic","ara ",79,516,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",26,12,2,"Male","Afro-Asiatic","ara ",49,477,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,8,3,"Male","Afro-Asiatic","ara ",49,553,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,2,3,"Male","Afro-Asiatic","ara ",49,500,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",45,2,4,"Male","Afro-Asiatic","ara ",49,554,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicMonolingual","Monolingual",0,18,3,"Female","Afro-Asiatic","ara ",118,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,0,4,"Male","Afro-Asiatic","ara ",49,473,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",16,2,2,"Male","Afro-Asiatic","ara ",49,534,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicMonolingual","Monolingual",25,15,3,"Male","Afro-Asiatic","ara ",79,441,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,5,3,"Male","Afro-Asiatic","ara ",49,520,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",27,11,4,"Male","Afro-Asiatic","ara ",79,590,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",26,17,3,"Male","Afro-Asiatic","ara ",79,591,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",25,11,1,"Male","Afro-Asiatic","ara ",49,533,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",17,1,3,"Male","Afro-Asiatic","ara ",118,524,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",35,7,4,"Male","Afro-Asiatic","ara ",47,536,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,0,4,"Male","Afro-Asiatic","ara ",49,492,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",38,2,4,"Male","Afro-Asiatic","ara ",79,522,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,10,3,"Male","Afro-Asiatic","ara ",49,474,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",34,2,4,"Male","Afro-Asiatic","ara ",49,518,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",22,3,3,"Female","Afro-Asiatic","ara ",49,506,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,4,"Female","Afro-Asiatic","ara ",49,462,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",30,3,4,"Female","Afro-Asiatic","ara ",47,521,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",25,0,3,"Female","Afro-Asiatic","ara ",49,450,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",39,3,3,"Female","Afro-Asiatic","ara ",47,487,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",24,1,3,"Female","Afro-Asiatic","ara ",79,524,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,1,4,"Female","Afro-Asiatic","ara ",49,455,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",19,2,1,"Male","Afro-Asiatic","ara ",49,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,2,3,"Female","Afro-Asiatic","ara ",49,513,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",26,1,4,"Male","Afro-Asiatic","ara ",79,510,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,5,3,"Female","Afro-Asiatic","ara ",49,491,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,2,3,"Female","Afro-Asiatic","ara ",49,464,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,1,4,"Female","Afro-Asiatic","ara ",49,496,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",25,6,4,"Male","Afro-Asiatic","ara ",79,502,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,5,3,"Male","Afro-Asiatic","ara ",49,496,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,2,3,"Female","Afro-Asiatic","ara ",49,527,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,3,"Male","Afro-Asiatic","ara ",49,526,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,3,3,"Male","Afro-Asiatic","ara ",49,544,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",41,1,4,"Female","Afro-Asiatic","ara ",49,552,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,2,4,"Male","Afro-Asiatic","ara ",49,497,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,4,4,"Male","Afro-Asiatic","ara ",49,462,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,8,1,"Female","Afro-Asiatic","ara ",49,544,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",49,5,3,"Male","Afro-Asiatic","ara ",47,481,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",39,3,4,"Female","Afro-Asiatic","ara ",47,515,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,3,3,"Male","Afro-Asiatic","ara ",49,464,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,8,4,"Female","Afro-Asiatic","ara ",49,516,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,3,3,"Male","Afro-Asiatic","ara ",49,484,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,2,3,"Male","Afro-Asiatic","ara ",49,498,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",29,4,3,"Male","Afro-Asiatic","ara ",31,471,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,2,4,"Female","Afro-Asiatic","ara ",49,483,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,2,4,"Male","Afro-Asiatic","ara ",49,459,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,2,3,"Female","Afro-Asiatic","ara ",49,500,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,1,4,"Male","Afro-Asiatic","ara ",49,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,5,3,"Male","Afro-Asiatic","ara ",49,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,11,4,"Male","Afro-Asiatic","ara ",49,520,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",23,5,3,"Female","Afro-Asiatic","ara ",49,642,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",38,1,3,"Female","Afro-Asiatic","ara ",49,453,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,3,1,"Male","Afro-Asiatic","ara ",49,468,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",17,3,1,"Female","Afro-Asiatic","ara ",49,545,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",29,1,4,"Female","Afro-Asiatic","ara ",47,544,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",17,15,2,"Male","Afro-Asiatic","ara ",49,575,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,4,"Male","Afro-Asiatic","ara ",49,505,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,4,3,"Male","Afro-Asiatic","ara ",49,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,11,3,"Female","Afro-Asiatic","ara ",49,511,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,3,3,"Female","Afro-Asiatic","ara ",49,484,0.0638,0.595079,21,24
"Arabic","Iran","ArabicPersian","Persian",30,3,4,"Female","Afro-Asiatic","ara ",77,445,0.0638,0.595079,21,24
"Arabic","Israel","ArabicHebrew","Hebrew",28,2,4,"Female","Afro-Asiatic","ara ",93,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,1,1,"Female","Afro-Asiatic","ara ",49,456,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,2,1,"Male","Afro-Asiatic","ara ",49,457,0.0638,0.595079,21,24
"Arabic","Eritrea","ArabicEnglish","English",23,8,3,"Male","Afro-Asiatic","ara ",30,522,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",19,1,1,"Male","Afro-Asiatic","ara ",49,480,0.0638,0.595079,21,24
"Arabic","Turkey","ArabicTurkish","Turkish",26,3,3,"Female","Afro-Asiatic","ara ",79,504,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,2,3,"Female","Afro-Asiatic","ara ",49,500,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",31,3,4,"Male","Afro-Asiatic","ara ",49,551,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,3,"Female","Afro-Asiatic","ara ",49,510,0.0638,0.595079,21,24
"Arabic","Germany","ArabicGerman","German",20,2,3,"Female","Afro-Asiatic","ara ",101,527,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,4,"Male","Afro-Asiatic","ara ",49,477,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,1,3,"Male","Afro-Asiatic","ara ",49,506,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,0,1,"Male","Afro-Asiatic","ara ",49,464,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",18,5,3,"Female","Afro-Asiatic","ara ",49,572,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",30,2,4,"Female","Afro-Asiatic","ara ",49,557,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",31,2,4,"Male","Afro-Asiatic","ara ",47,485,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicTamazight","Tamazight",21,10,4,"Female","Afro-Asiatic","ara ",49,481,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,3,"Female","Afro-Asiatic","ara ",49,546,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",35,2,4,"Male","Afro-Asiatic","ara ",49,505,0.0638,0.595079,21,24
"Arabic","Iran","ArabicPersian","Persian",30,4,3,"Male","Afro-Asiatic","ara ",77,495,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",11,13,2,"Male","Afro-Asiatic","ara ",49,542,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",23,1,3,"Male","Afro-Asiatic","ara ",118,455,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",23,4,4,"Male","Afro-Asiatic","ara ",31,525,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,6,3,"Male","Afro-Asiatic","ara ",49,517,0.0638,0.595079,21,24
"Arabic","Eritrea","ArabicEnglish","English",27,9,3,"Male","Afro-Asiatic","ara ",30,496,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,2,4,"Male","Afro-Asiatic","ara ",49,487,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",26,2,3,"Male","Afro-Asiatic","ara ",67,486,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",23,5,4,"Male","Afro-Asiatic","ara ",47,569,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",26,2,4,"Male","Afro-Asiatic","ara ",67,479,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicEnglish","English",35,0,4,"Male","Afro-Asiatic","ara ",79,491,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,0,4,"Male","Afro-Asiatic","ara ",49,451,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,16,3,"Male","Afro-Asiatic","ara ",49,398,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,3,3,"Female","Afro-Asiatic","ara ",49,480,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,1,3,"Male","Afro-Asiatic","ara ",49,466,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,1,4,"Female","Afro-Asiatic","ara ",49,487,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,1,4,"Male","Afro-Asiatic","ara ",49,460,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",32,17,1,"Female","Afro-Asiatic","ara ",49,532,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,1,3,"Male","Afro-Asiatic","ara ",49,475,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",24,8,4,"Female","Afro-Asiatic","ara ",49,510,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",26,1,4,"Male","Afro-Asiatic","ara ",49,431,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",43,3,4,"Female","Afro-Asiatic","ara ",67,482,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",29,2,4,"Male","Afro-Asiatic","ara ",31,463,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",34,2,4,"Male","Afro-Asiatic","ara ",49,451,0.0638,0.595079,21,24
"Arabic","Sudan","ArabicEnglish","English",33,16,4,"Female","Afro-Asiatic","ara ",31,493,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",28,4,3,"Male","Afro-Asiatic","ara ",47,467,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",5,37,2,"Female","Afro-Asiatic","ara ",49,573,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",29,1,4,"Male","Afro-Asiatic","ara ",49,500,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,1,4,"Male","Afro-Asiatic","ara ",49,488,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,18,3,"Male","Afro-Asiatic","ara ",49,526,0.0638,0.595079,21,24
"Arabic","Egypt","ArabicMonolingual","Monolingual",27,10,4,"Female","Afro-Asiatic","ara ",79,516,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",17,9,2,"Male","Afro-Asiatic","ara ",49,570,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",19,6,1,"Female","Afro-Asiatic","ara ",47,467,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",17,2,3,"Female","Afro-Asiatic","ara ",118,510,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",33,2,3,"Male","Afro-Asiatic","ara ",49,494,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",36,4,3,"Male","Afro-Asiatic","ara ",49,463,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",35,5,1,"Male","Afro-Asiatic","ara ",47,494,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicRussian","Russian",27,3,4,"Male","Afro-Asiatic","ara ",47,481,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",28,6,3,"Female","Afro-Asiatic","ara ",47,472,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,3,3,"Female","Afro-Asiatic","ara ",49,524,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",36,3,4,"Male","Afro-Asiatic","ara ",47,524,0.0638,0.595079,21,24
"Arabic","India","ArabicEnglish","English",31,3,4,"Male","Afro-Asiatic","ara ",54,518,0.0638,0.595079,21,24
"Arabic","Iran","ArabicFrench","French",23,3,3,"Male","Afro-Asiatic","ara ",77,495,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",19,5,3,"Male","Afro-Asiatic","ara ",47,544,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,9,3,"Male","Afro-Asiatic","ara ",49,513,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,2,3,"Female","Afro-Asiatic","ara ",49,474,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",34,3,4,"Male","Afro-Asiatic","ara ",47,447,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,4,4,"Male","Afro-Asiatic","ara ",49,459,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,13,1,"Male","Afro-Asiatic","ara ",49,451,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,3,3,"Female","Afro-Asiatic","ara ",49,555,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",29,2,4,"Female","Afro-Asiatic","ara ",47,501,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,15,2,"Female","Afro-Asiatic","ara ",49,515,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",19,2,3,"Female","Afro-Asiatic","ara ",49,523,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,1,4,"Female","Afro-Asiatic","ara ",49,495,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",45,7,4,"Male","Afro-Asiatic","ara ",47,375,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,6,4,"Male","Afro-Asiatic","ara ",49,498,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicPersian","Persian",20,2,3,"Male","Afro-Asiatic","ara ",47,471,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",23,2,3,"Female","Afro-Asiatic","ara ",49,532,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",27,3,4,"Male","Afro-Asiatic","ara ",47,524,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",30,4,4,"Male","Afro-Asiatic","ara ",47,503,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",29,2,4,"Male","Afro-Asiatic","ara ",49,523,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",36,2,3,"Male","Afro-Asiatic","ara ",49,470,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",0,18,2,"Male","Afro-Asiatic","ara ",118,549,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicEnglish","English",20,1,3,"Female","Afro-Asiatic","ara ",118,571,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,3,3,"Female","Afro-Asiatic","ara ",49,516,0.0638,0.595079,21,24
"Arabic","Syria","ArabicFrench","French",37,1,3,"Male","Afro-Asiatic","ara ",67,498,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",25,4,2,"Female","Afro-Asiatic","ara ",67,467,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",24,2,3,"Male","Afro-Asiatic","ara ",49,480,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,2,4,"Female","Afro-Asiatic","ara ",49,533,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicEnglish","English",18,2,3,"Female","Afro-Asiatic","ara ",118,531,0.0638,0.595079,21,24
"Arabic","Syria","ArabicMonolingual","Monolingual",42,0,4,"Female","Afro-Asiatic","ara ",67,502,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",31,1,4,"Male","Afro-Asiatic","ara ",49,510,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicMonolingual","Monolingual",7,14,3,"Female","Afro-Asiatic","ara ",49,583,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicMonolingual","Monolingual",27,6,2,"Female","Afro-Asiatic","ara ",47,487,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,3,4,"Female","Afro-Asiatic","ara ",49,528,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",22,2,3,"Female","Afro-Asiatic","ara ",118,502,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",22,1,3,"Male","Afro-Asiatic","ara ",49,514,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",20,2,3,"Female","Afro-Asiatic","ara ",49,558,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",21,1,4,"Male","Afro-Asiatic","ara ",49,476,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",28,7,3,"Male","Afro-Asiatic","ara ",67,490,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",28,2,4,"Male","Afro-Asiatic","ara ",49,571,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",25,1,4,"Male","Afro-Asiatic","ara ",49,449,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",30,2,4,"Male","Afro-Asiatic","ara ",49,361,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",27,2,3,"Female","Afro-Asiatic","ara ",49,501,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicEnglish","English",42,2,4,"Female","Afro-Asiatic","ara ",49,499,0.0638,0.595079,21,24
"Arabic","Syria","ArabicEnglish","English",15,5,3,"Female","Afro-Asiatic","ara ",67,619,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",18,2,3,"Female","Afro-Asiatic","ara ",118,567,0.0638,0.595079,21,24
"Arabic","Morocco","ArabicFrench","French",19,2,2,"Male","Afro-Asiatic","ara ",49,458,0.0638,0.595079,21,24
"Arabic","Netherlands","ArabicFrench","French",18,2,3,"Male","Afro-Asiatic","ara ",118,570,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",31,3,4,"Female","Afro-Asiatic","ara ",47,499,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",28,1,4,"Male","Afro-Asiatic","ara ",47,550,0.0638,0.595079,21,24
"Arabic","Iraq","ArabicEnglish","English",27,3,1,"Female","Afro-Asiatic","ara ",47,483,0.0638,0.595079,21,24
